audio_fileNames,label_fileNames,acoustic_scene_label,events_label_list
busystreet9_downshift_5.wav,busystreet9_downshift_6.jams,busystreet,"['speech', 'buspassby', 'buspassby', 'buspassby', 'doorclose', 'laughter', 'speech', 'keylock', 'motorbike', 'footsteps', 'doorclose', 'wind', 'buspassby', 'doorclose', 'wind', 'buspassby', 'knock', 'doorclose', 'running', 'laughter', 'wind', 'footsteps', 'wind', 'speech', 'motorbike', 'keylock', 'footsteps', 'motorbike', 'running', 'footsteps', 'laughter']"
busystreet9_downshift_6.wav,busystreet9_downshift_7.jams,busystreet,"['wind', 'motorbike', 'keylock', 'knock', 'wind', 'keylock', 'motorbike', 'footsteps', 'doorclose', 'motorbike', 'running', 'laughter', 'footsteps', 'keylock', 'keylock']"
busystreet9_downshift_7.wav,busystreet9_downshift_8.jams,busystreet,"['footsteps', 'laughter', 'doorclose', 'buspassby', 'doorclose', 'doorclose', 'motorbike', 'keylock', 'keylock', 'knock']"
busystreet9_downshift_8.wav,busystreet9_downshift_9.jams,busystreet,"['wind', 'keylock', 'keylock', 'knock', 'keylock', 'buspassby', 'motorbike', 'running', 'wind', 'wind', 'laughter', 'doorclose', 'running', 'buspassby', 'footsteps', 'laughter', 'keylock', 'footsteps', 'knock', 'speech', 'knock', 'buspassby', 'speech', 'wind', 'knock', 'motorbike', 'laughter', 'motorbike', 'doorclose']"
busystreet9_downshift_9.wav,busystreet9_upshift_0.jams,busystreet,"['keylock', 'speech', 'buspassby', 'footsteps', 'motorbike', 'knock', 'laughter', 'motorbike', 'laughter', 'motorbike', 'buspassby', 'footsteps', 'laughter', 'doorclose', 'speech', 'doorclose']"
busystreet9_upshift_0.wav,busystreet9_upshift_1.jams,busystreet,"['knock', 'running', 'wind', 'wind', 'running', 'wind', 'speech', 'speech', 'wind', 'laughter', 'keylock', 'motorbike', 'running', 'keylock', 'wind', 'motorbike', 'footsteps', 'doorclose', 'running', 'keylock', 'motorbike', 'footsteps', 'motorbike', 'knock', 'doorclose', 'wind']"
busystreet9_upshift_1.wav,busystreet9_upshift_2.jams,busystreet,"['speech', 'buspassby', 'footsteps', 'buspassby', 'buspassby', 'buspassby', 'speech', 'knock', 'footsteps', 'buspassby', 'knock', 'speech', 'keylock']"
busystreet9_upshift_2.wav,busystreet9_upshift_3.jams,busystreet,"['keylock', 'wind', 'knock', 'running', 'doorclose', 'wind', 'running', 'buspassby', 'doorclose', 'knock', 'footsteps', 'knock', 'keylock', 'knock', 'motorbike', 'wind', 'laughter', 'knock', 'knock', 'running', 'wind', 'knock', 'knock', 'buspassby', 'buspassby', 'keylock', 'running', 'footsteps', 'doorclose', 'knock', 'wind', 'buspassby']"
busystreet9_upshift_3.wav,busystreet9_upshift_4.jams,busystreet,"['running', 'footsteps', 'knock', 'doorclose', 'keylock', 'footsteps', 'footsteps', 'laughter', 'buspassby', 'doorclose', 'buspassby', 'footsteps', 'running', 'wind']"
busystreet9_upshift_4.wav,busystreet9_upshift_5.jams,busystreet,"['laughter', 'buspassby', 'footsteps', 'running', 'laughter', 'buspassby', 'speech', 'doorclose', 'knock', 'knock', 'speech', 'wind', 'keylock', 'wind']"
busystreet9_upshift_5.wav,busystreet9_upshift_6.jams,busystreet,"['speech', 'buspassby', 'buspassby', 'buspassby', 'doorclose', 'laughter', 'speech', 'keylock', 'motorbike', 'footsteps', 'doorclose', 'wind', 'buspassby', 'doorclose', 'wind', 'buspassby', 'knock', 'doorclose', 'running', 'laughter', 'wind', 'footsteps', 'wind', 'speech', 'motorbike', 'keylock', 'footsteps', 'motorbike', 'running', 'footsteps', 'laughter']"
busystreet9_upshift_6.wav,busystreet9_upshift_7.jams,busystreet,"['wind', 'motorbike', 'keylock', 'knock', 'wind', 'keylock', 'motorbike', 'footsteps', 'doorclose', 'motorbike', 'running', 'laughter', 'footsteps', 'keylock', 'keylock']"
busystreet9_upshift_7.wav,busystreet9_upshift_8.jams,busystreet,"['footsteps', 'laughter', 'doorclose', 'buspassby', 'doorclose', 'doorclose', 'motorbike', 'keylock', 'keylock', 'knock']"
busystreet9_upshift_8.wav,busystreet9_upshift_9.jams,busystreet,"['wind', 'keylock', 'keylock', 'knock', 'keylock', 'buspassby', 'motorbike', 'running', 'wind', 'wind', 'laughter', 'doorclose', 'running', 'buspassby', 'footsteps', 'laughter', 'keylock', 'footsteps', 'knock', 'speech', 'knock', 'buspassby', 'speech', 'wind', 'knock', 'motorbike', 'laughter', 'motorbike', 'doorclose']"
busystreet9_upshift_9.wav,office10_0.jams,busystreet,"['keylock', 'speech', 'buspassby', 'footsteps', 'motorbike', 'knock', 'laughter', 'motorbike', 'laughter', 'motorbike', 'buspassby', 'footsteps', 'laughter', 'doorclose', 'speech', 'doorclose']"
office10_0.wav,office10_1.jams,office,"['switch', 'switch', 'keys', 'laughter', 'phone', 'phone', 'laughter', 'keys', 'doorslam', 'switch', 'doorslam', 'drawer', 'doorslam', 'knock', 'knock', 'laughter', 'knock', 'doorslam', 'switch']"
office10_1.wav,office10_2.jams,office,"['keys', 'switch', 'knock', 'laughter', 'doorslam', 'drawer', 'phone', 'switch', 'doorslam', 'knock', 'knock', 'keys', 'chairsmoving', 'phone', 'knock', 'drawer', 'doorslam', 'keys']"
office10_2.wav,office10_3.jams,office,['switch']
office10_3.wav,office10_4.jams,office,"['switch', 'phone', 'drawer', 'chairsmoving', 'phone', 'drawer', 'laughter', 'phone', 'keys', 'knock', 'switch', 'phone', 'switch', 'knock', 'phone']"
office10_4.wav,office10_5.jams,office,"['laughter', 'doorslam', 'laughter', 'doorslam', 'drawer', 'drawer', 'knock', 'keys', 'knock', 'phone', 'switch']"
office10_5.wav,office10_6.jams,office,"['laughter', 'doorslam', 'knock', 'switch', 'keys', 'laughter', 'doorslam', 'keys', 'knock', 'keys', 'phone', 'doorslam', 'knock', 'chairsmoving', 'laughter', 'drawer']"
office10_6.wav,office10_7.jams,office,"['laughter', 'keys', 'switch', 'laughter', 'keys', 'chairsmoving', 'laughter', 'drawer', 'keys', 'chairsmoving', 'keys', 'laughter', 'drawer', 'laughter']"
office10_7.wav,office10_8.jams,office,"['switch', 'doorslam', 'phone', 'knock', 'phone', 'phone', 'phone', 'phone', 'laughter', 'drawer', 'switch', 'drawer', 'drawer', 'laughter', 'keys', 'keys', 'drawer', 'phone', 'knock', 'doorslam', 'knock', 'phone', 'chairsmoving', 'keys', 'doorslam']"
office10_8.wav,office10_9.jams,office,"['laughter', 'drawer', 'knock', 'laughter', 'laughter', 'laughter', 'drawer', 'knock', 'doorslam', 'drawer', 'laughter', 'knock', 'laughter', 'doorslam', 'chairsmoving', 'keys', 'knock', 'doorslam', 'switch', 'chairsmoving', 'keys', 'drawer', 'switch', 'phone', 'knock']"
office10_9.wav,office10_downshift_0.jams,office,"['knock', 'chairsmoving', 'phone', 'switch', 'doorslam', 'laughter', 'chairsmoving', 'doorslam', 'knock', 'doorslam', 'chairsmoving', 'switch', 'knock']"
office10_downshift_0.wav,office10_downshift_1.jams,office,"['switch', 'switch', 'keys', 'laughter', 'phone', 'phone', 'laughter', 'keys', 'doorslam', 'switch', 'doorslam', 'drawer', 'doorslam', 'knock', 'knock', 'laughter', 'knock', 'doorslam', 'switch']"
office10_downshift_1.wav,office10_downshift_2.jams,office,"['keys', 'switch', 'knock', 'laughter', 'doorslam', 'drawer', 'phone', 'switch', 'doorslam', 'knock', 'knock', 'keys', 'chairsmoving', 'phone', 'knock', 'drawer', 'doorslam', 'keys']"
office10_downshift_2.wav,office10_downshift_3.jams,office,['switch']
office10_downshift_3.wav,office10_downshift_4.jams,office,"['switch', 'phone', 'drawer', 'chairsmoving', 'phone', 'drawer', 'laughter', 'phone', 'keys', 'knock', 'switch', 'phone', 'switch', 'knock', 'phone']"
office10_downshift_4.wav,office10_downshift_5.jams,office,"['laughter', 'doorslam', 'laughter', 'doorslam', 'drawer', 'drawer', 'knock', 'keys', 'knock', 'phone', 'switch']"
office10_downshift_5.wav,office10_downshift_6.jams,office,"['laughter', 'doorslam', 'knock', 'switch', 'keys', 'laughter', 'doorslam', 'keys', 'knock', 'keys', 'phone', 'doorslam', 'knock', 'chairsmoving', 'laughter', 'drawer']"
office10_downshift_6.wav,office10_downshift_7.jams,office,"['laughter', 'keys', 'switch', 'laughter', 'keys', 'chairsmoving', 'laughter', 'drawer', 'keys', 'chairsmoving', 'keys', 'laughter', 'drawer', 'laughter']"
office10_downshift_7.wav,office10_downshift_8.jams,office,"['switch', 'doorslam', 'phone', 'knock', 'phone', 'phone', 'phone', 'phone', 'laughter', 'drawer', 'switch', 'drawer', 'drawer', 'laughter', 'keys', 'keys', 'drawer', 'phone', 'knock', 'doorslam', 'knock', 'phone', 'chairsmoving', 'keys', 'doorslam']"
office10_downshift_8.wav,office10_downshift_9.jams,office,"['laughter', 'drawer', 'knock', 'laughter', 'laughter', 'laughter', 'drawer', 'knock', 'doorslam', 'drawer', 'laughter', 'knock', 'laughter', 'doorslam', 'chairsmoving', 'keys', 'knock', 'doorslam', 'switch', 'chairsmoving', 'keys', 'drawer', 'switch', 'phone', 'knock']"
office10_downshift_9.wav,office10_upshift_0.jams,office,"['knock', 'chairsmoving', 'phone', 'switch', 'doorslam', 'laughter', 'chairsmoving', 'doorslam', 'knock', 'doorslam', 'chairsmoving', 'switch', 'knock']"
office10_upshift_0.wav,office10_upshift_1.jams,office,"['switch', 'switch', 'keys', 'laughter', 'phone', 'phone', 'laughter', 'keys', 'doorslam', 'switch', 'doorslam', 'drawer', 'doorslam', 'knock', 'knock', 'laughter', 'knock', 'doorslam', 'switch']"
office10_upshift_1.wav,office10_upshift_2.jams,office,"['keys', 'switch', 'knock', 'laughter', 'doorslam', 'drawer', 'phone', 'switch', 'doorslam', 'knock', 'knock', 'keys', 'chairsmoving', 'phone', 'knock', 'drawer', 'doorslam', 'keys']"
office10_upshift_2.wav,office10_upshift_3.jams,office,['switch']
office10_upshift_3.wav,office10_upshift_4.jams,office,"['switch', 'phone', 'drawer', 'chairsmoving', 'phone', 'drawer', 'laughter', 'phone', 'keys', 'knock', 'switch', 'phone', 'switch', 'knock', 'phone']"
office10_upshift_4.wav,office10_upshift_5.jams,office,"['laughter', 'doorslam', 'laughter', 'doorslam', 'drawer', 'drawer', 'knock', 'keys', 'knock', 'phone', 'switch']"
office10_upshift_5.wav,office10_upshift_6.jams,office,"['laughter', 'doorslam', 'knock', 'switch', 'keys', 'laughter', 'doorslam', 'keys', 'knock', 'keys', 'phone', 'doorslam', 'knock', 'chairsmoving', 'laughter', 'drawer']"
office10_upshift_6.wav,office10_upshift_7.jams,office,"['laughter', 'keys', 'switch', 'laughter', 'keys', 'chairsmoving', 'laughter', 'drawer', 'keys', 'chairsmoving', 'keys', 'laughter', 'drawer', 'laughter']"
office10_upshift_7.wav,office10_upshift_8.jams,office,"['switch', 'doorslam', 'phone', 'knock', 'phone', 'phone', 'phone', 'phone', 'laughter', 'drawer', 'switch', 'drawer', 'drawer', 'laughter', 'keys', 'keys', 'drawer', 'phone', 'knock', 'doorslam', 'knock', 'phone', 'chairsmoving', 'keys', 'doorslam']"
office10_upshift_8.wav,office10_upshift_9.jams,office,"['laughter', 'drawer', 'knock', 'laughter', 'laughter', 'laughter', 'drawer', 'knock', 'doorslam', 'drawer', 'laughter', 'knock', 'laughter', 'doorslam', 'chairsmoving', 'keys', 'knock', 'doorslam', 'switch', 'chairsmoving', 'keys', 'drawer', 'switch', 'phone', 'knock']"
office10_upshift_9.wav,office1_0.jams,office,"['knock', 'chairsmoving', 'phone', 'switch', 'doorslam', 'laughter', 'chairsmoving', 'doorslam', 'knock', 'doorslam', 'chairsmoving', 'switch', 'knock']"
office1_0.wav,office1_1.jams,office,"['keys', 'chairsmoving', 'laughter', 'chairsmoving', 'switch', 'drawer', 'keys', 'laughter', 'phone', 'chairsmoving', 'phone', 'drawer', 'keys', 'keys', 'keys', 'keys', 'chairsmoving', 'phone', 'keys', 'knock']"
office1_1.wav,office1_2.jams,office,"['chairsmoving', 'knock', 'chairsmoving', 'laughter', 'switch', 'laughter', 'chairsmoving', 'doorslam', 'drawer', 'chairsmoving', 'doorslam', 'phone', 'drawer', 'drawer', 'phone', 'switch', 'doorslam', 'keys', 'knock', 'phone']"
office1_2.wav,office1_3.jams,office,"['knock', 'knock', 'keys', 'doorslam', 'keys', 'switch']"
office1_3.wav,office1_4.jams,office,"['knock', 'phone', 'keys', 'doorslam', 'doorslam', 'doorslam', 'doorslam', 'keys', 'phone', 'doorslam']"
office1_4.wav,office1_5.jams,office,"['switch', 'phone', 'chairsmoving', 'keys', 'knock', 'keys', 'phone', 'drawer', 'knock', 'phone', 'keys', 'doorslam', 'drawer', 'keys', 'chairsmoving', 'knock', 'switch', 'phone']"
office1_5.wav,office1_6.jams,office,"['chairsmoving', 'keys', 'switch', 'doorslam', 'switch', 'switch', 'phone', 'phone', 'phone', 'keys', 'switch', 'doorslam', 'laughter']"
office1_6.wav,office1_7.jams,office,"['phone', 'keys', 'doorslam', 'keys', 'switch', 'phone', 'phone', 'drawer', 'drawer', 'switch', 'chairsmoving', 'drawer', 'switch', 'knock', 'chairsmoving', 'doorslam', 'keys', 'doorslam']"
office1_7.wav,office1_8.jams,office,"['doorslam', 'knock', 'laughter', 'knock', 'drawer', 'switch', 'keys', 'keys', 'drawer', 'drawer', 'keys', 'chairsmoving', 'chairsmoving', 'drawer']"
office1_8.wav,office1_9.jams,office,"['phone', 'keys', 'knock', 'chairsmoving', 'laughter', 'laughter', 'switch', 'doorslam', 'laughter', 'chairsmoving', 'phone', 'keys', 'chairsmoving', 'doorslam', 'phone', 'phone', 'phone', 'switch', 'phone', 'phone', 'keys']"
office1_9.wav,office1_downshift_0.jams,office,"['laughter', 'laughter', 'doorslam', 'doorslam', 'knock', 'chairsmoving', 'knock', 'laughter', 'doorslam', 'switch', 'keys', 'doorslam', 'knock', 'drawer', 'switch', 'drawer', 'doorslam', 'keys', 'drawer', 'keys', 'drawer', 'keys', 'drawer']"
office1_downshift_0.wav,office1_downshift_1.jams,office,"['keys', 'chairsmoving', 'laughter', 'chairsmoving', 'switch', 'drawer', 'keys', 'laughter', 'phone', 'chairsmoving', 'phone', 'drawer', 'keys', 'keys', 'keys', 'keys', 'chairsmoving', 'phone', 'keys', 'knock']"
office1_downshift_1.wav,office1_downshift_2.jams,office,"['chairsmoving', 'knock', 'chairsmoving', 'laughter', 'switch', 'laughter', 'chairsmoving', 'doorslam', 'drawer', 'chairsmoving', 'doorslam', 'phone', 'drawer', 'drawer', 'phone', 'switch', 'doorslam', 'keys', 'knock', 'phone']"
office1_downshift_2.wav,office1_downshift_3.jams,office,"['knock', 'knock', 'keys', 'doorslam', 'keys', 'switch']"
office1_downshift_3.wav,office1_downshift_4.jams,office,"['knock', 'phone', 'keys', 'doorslam', 'doorslam', 'doorslam', 'doorslam', 'keys', 'phone', 'doorslam']"
office1_downshift_4.wav,office1_downshift_5.jams,office,"['switch', 'phone', 'chairsmoving', 'keys', 'knock', 'keys', 'phone', 'drawer', 'knock', 'phone', 'keys', 'doorslam', 'drawer', 'keys', 'chairsmoving', 'knock', 'switch', 'phone']"
office1_downshift_5.wav,office1_downshift_6.jams,office,"['chairsmoving', 'keys', 'switch', 'doorslam', 'switch', 'switch', 'phone', 'phone', 'phone', 'keys', 'switch', 'doorslam', 'laughter']"
office1_downshift_6.wav,office1_downshift_7.jams,office,"['phone', 'keys', 'doorslam', 'keys', 'switch', 'phone', 'phone', 'drawer', 'drawer', 'switch', 'chairsmoving', 'drawer', 'switch', 'knock', 'chairsmoving', 'doorslam', 'keys', 'doorslam']"
office1_downshift_7.wav,office1_downshift_8.jams,office,"['doorslam', 'knock', 'laughter', 'knock', 'drawer', 'switch', 'keys', 'keys', 'drawer', 'drawer', 'keys', 'chairsmoving', 'chairsmoving', 'drawer']"
office1_downshift_8.wav,office1_downshift_9.jams,office,"['phone', 'keys', 'knock', 'chairsmoving', 'laughter', 'laughter', 'switch', 'doorslam', 'laughter', 'chairsmoving', 'phone', 'keys', 'chairsmoving', 'doorslam', 'phone', 'phone', 'phone', 'switch', 'phone', 'phone', 'keys']"
office1_downshift_9.wav,office1_upshift_0.jams,office,"['laughter', 'laughter', 'doorslam', 'doorslam', 'knock', 'chairsmoving', 'knock', 'laughter', 'doorslam', 'switch', 'keys', 'doorslam', 'knock', 'drawer', 'switch', 'drawer', 'doorslam', 'keys', 'drawer', 'keys', 'drawer', 'keys', 'drawer']"
office1_upshift_0.wav,office1_upshift_1.jams,office,"['keys', 'chairsmoving', 'laughter', 'chairsmoving', 'switch', 'drawer', 'keys', 'laughter', 'phone', 'chairsmoving', 'phone', 'drawer', 'keys', 'keys', 'keys', 'keys', 'chairsmoving', 'phone', 'keys', 'knock']"
office1_upshift_1.wav,office1_upshift_2.jams,office,"['chairsmoving', 'knock', 'chairsmoving', 'laughter', 'switch', 'laughter', 'chairsmoving', 'doorslam', 'drawer', 'chairsmoving', 'doorslam', 'phone', 'drawer', 'drawer', 'phone', 'switch', 'doorslam', 'keys', 'knock', 'phone']"
office1_upshift_2.wav,office1_upshift_3.jams,office,"['knock', 'knock', 'keys', 'doorslam', 'keys', 'switch']"
office1_upshift_3.wav,office1_upshift_4.jams,office,"['knock', 'phone', 'keys', 'doorslam', 'doorslam', 'doorslam', 'doorslam', 'keys', 'phone', 'doorslam']"
office1_upshift_4.wav,office1_upshift_5.jams,office,"['switch', 'phone', 'chairsmoving', 'keys', 'knock', 'keys', 'phone', 'drawer', 'knock', 'phone', 'keys', 'doorslam', 'drawer', 'keys', 'chairsmoving', 'knock', 'switch', 'phone']"
office1_upshift_5.wav,office1_upshift_6.jams,office,"['chairsmoving', 'keys', 'switch', 'doorslam', 'switch', 'switch', 'phone', 'phone', 'phone', 'keys', 'switch', 'doorslam', 'laughter']"
office1_upshift_6.wav,office1_upshift_7.jams,office,"['phone', 'keys', 'doorslam', 'keys', 'switch', 'phone', 'phone', 'drawer', 'drawer', 'switch', 'chairsmoving', 'drawer', 'switch', 'knock', 'chairsmoving', 'doorslam', 'keys', 'doorslam']"
office1_upshift_7.wav,office1_upshift_8.jams,office,"['doorslam', 'knock', 'laughter', 'knock', 'drawer', 'switch', 'keys', 'keys', 'drawer', 'drawer', 'keys', 'chairsmoving', 'chairsmoving', 'drawer']"
office1_upshift_8.wav,office1_upshift_9.jams,office,"['phone', 'keys', 'knock', 'chairsmoving', 'laughter', 'laughter', 'switch', 'doorslam', 'laughter', 'chairsmoving', 'phone', 'keys', 'chairsmoving', 'doorslam', 'phone', 'phone', 'phone', 'switch', 'phone', 'phone', 'keys']"
office1_upshift_9.wav,office2_0.jams,office,"['laughter', 'laughter', 'doorslam', 'doorslam', 'knock', 'chairsmoving', 'knock', 'laughter', 'doorslam', 'switch', 'keys', 'doorslam', 'knock', 'drawer', 'switch', 'drawer', 'doorslam', 'keys', 'drawer', 'keys', 'drawer', 'keys', 'drawer']"
office2_0.wav,office2_1.jams,office,"['doorslam', 'switch', 'chairsmoving', 'doorslam', 'chairsmoving', 'laughter', 'switch', 'laughter', 'drawer', 'chairsmoving', 'laughter', 'knock', 'switch', 'knock', 'laughter', 'switch', 'laughter', 'switch', 'knock']"
office2_1.wav,office2_2.jams,office,"['laughter', 'phone', 'switch', 'knock', 'laughter']"
office2_2.wav,office2_3.jams,office,"['phone', 'chairsmoving', 'keys', 'keys', 'phone', 'doorslam', 'drawer', 'drawer']"
office2_3.wav,office2_4.jams,office,"['chairsmoving', 'switch', 'knock', 'switch', 'keys', 'chairsmoving', 'keys', 'keys', 'switch', 'laughter', 'switch', 'keys', 'phone', 'chairsmoving', 'knock']"
office2_4.wav,office2_5.jams,office,"['chairsmoving', 'drawer', 'chairsmoving']"
office2_5.wav,office2_6.jams,office,"['switch', 'doorslam']"
office2_6.wav,office2_7.jams,office,"['phone', 'laughter', 'keys', 'doorslam', 'switch', 'laughter']"
office2_7.wav,office2_8.jams,office,"['switch', 'drawer', 'keys', 'phone', 'knock', 'chairsmoving', 'laughter', 'chairsmoving', 'drawer', 'chairsmoving', 'doorslam', 'doorslam', 'phone', 'knock', 'knock', 'chairsmoving', 'knock', 'keys', 'knock', 'keys', 'keys', 'phone']"
office2_8.wav,office2_9.jams,office,"['phone', 'keys', 'laughter', 'knock', 'chairsmoving', 'knock', 'keys', 'knock', 'switch', 'laughter', 'phone', 'switch', 'switch', 'knock', 'laughter', 'drawer', 'switch', 'doorslam', 'doorslam', 'knock', 'phone', 'doorslam']"
office2_9.wav,office2_downshift_0.jams,office,"['switch', 'laughter', 'doorslam', 'keys', 'drawer', 'doorslam', 'chairsmoving', 'doorslam', 'laughter', 'chairsmoving', 'phone', 'phone', 'keys', 'knock', 'knock', 'drawer', 'phone', 'chairsmoving', 'switch']"
office2_downshift_0.wav,office2_downshift_1.jams,office,"['doorslam', 'switch', 'chairsmoving', 'doorslam', 'chairsmoving', 'laughter', 'switch', 'laughter', 'drawer', 'chairsmoving', 'laughter', 'knock', 'switch', 'knock', 'laughter', 'switch', 'laughter', 'switch', 'knock']"
office2_downshift_1.wav,office2_downshift_2.jams,office,"['laughter', 'phone', 'switch', 'knock', 'laughter']"
office2_downshift_2.wav,office2_downshift_3.jams,office,"['phone', 'chairsmoving', 'keys', 'keys', 'phone', 'doorslam', 'drawer', 'drawer']"
office2_downshift_3.wav,office2_downshift_4.jams,office,"['chairsmoving', 'switch', 'knock', 'switch', 'keys', 'chairsmoving', 'keys', 'keys', 'switch', 'laughter', 'switch', 'keys', 'phone', 'chairsmoving', 'knock']"
office2_downshift_4.wav,office2_downshift_5.jams,office,"['chairsmoving', 'drawer', 'chairsmoving']"
office2_downshift_5.wav,office2_downshift_6.jams,office,"['switch', 'doorslam']"
office2_downshift_6.wav,office2_downshift_7.jams,office,"['phone', 'laughter', 'keys', 'doorslam', 'switch', 'laughter']"
office2_downshift_7.wav,office2_downshift_8.jams,office,"['switch', 'drawer', 'keys', 'phone', 'knock', 'chairsmoving', 'laughter', 'chairsmoving', 'drawer', 'chairsmoving', 'doorslam', 'doorslam', 'phone', 'knock', 'knock', 'chairsmoving', 'knock', 'keys', 'knock', 'keys', 'keys', 'phone']"
office2_downshift_8.wav,office2_downshift_9.jams,office,"['phone', 'keys', 'laughter', 'knock', 'chairsmoving', 'knock', 'keys', 'knock', 'switch', 'laughter', 'phone', 'switch', 'switch', 'knock', 'laughter', 'drawer', 'switch', 'doorslam', 'doorslam', 'knock', 'phone', 'doorslam']"
office2_downshift_9.wav,office2_upshift_0.jams,office,"['switch', 'laughter', 'doorslam', 'keys', 'drawer', 'doorslam', 'chairsmoving', 'doorslam', 'laughter', 'chairsmoving', 'phone', 'phone', 'keys', 'knock', 'knock', 'drawer', 'phone', 'chairsmoving', 'switch']"
office2_upshift_0.wav,office2_upshift_1.jams,office,"['doorslam', 'switch', 'chairsmoving', 'doorslam', 'chairsmoving', 'laughter', 'switch', 'laughter', 'drawer', 'chairsmoving', 'laughter', 'knock', 'switch', 'knock', 'laughter', 'switch', 'laughter', 'switch', 'knock']"
office2_upshift_1.wav,office2_upshift_2.jams,office,"['laughter', 'phone', 'switch', 'knock', 'laughter']"
office2_upshift_2.wav,office2_upshift_3.jams,office,"['phone', 'chairsmoving', 'keys', 'keys', 'phone', 'doorslam', 'drawer', 'drawer']"
office2_upshift_3.wav,office2_upshift_4.jams,office,"['chairsmoving', 'switch', 'knock', 'switch', 'keys', 'chairsmoving', 'keys', 'keys', 'switch', 'laughter', 'switch', 'keys', 'phone', 'chairsmoving', 'knock']"
office2_upshift_4.wav,office2_upshift_5.jams,office,"['chairsmoving', 'drawer', 'chairsmoving']"
office2_upshift_5.wav,office2_upshift_6.jams,office,"['switch', 'doorslam']"
office2_upshift_6.wav,office2_upshift_7.jams,office,"['phone', 'laughter', 'keys', 'doorslam', 'switch', 'laughter']"
office2_upshift_7.wav,office2_upshift_8.jams,office,"['switch', 'drawer', 'keys', 'phone', 'knock', 'chairsmoving', 'laughter', 'chairsmoving', 'drawer', 'chairsmoving', 'doorslam', 'doorslam', 'phone', 'knock', 'knock', 'chairsmoving', 'knock', 'keys', 'knock', 'keys', 'keys', 'phone']"
office2_upshift_8.wav,office2_upshift_9.jams,office,"['phone', 'keys', 'laughter', 'knock', 'chairsmoving', 'knock', 'keys', 'knock', 'switch', 'laughter', 'phone', 'switch', 'switch', 'knock', 'laughter', 'drawer', 'switch', 'doorslam', 'doorslam', 'knock', 'phone', 'doorslam']"
office2_upshift_9.wav,office3_0.jams,office,"['switch', 'laughter', 'doorslam', 'keys', 'drawer', 'doorslam', 'chairsmoving', 'doorslam', 'laughter', 'chairsmoving', 'phone', 'phone', 'keys', 'knock', 'knock', 'drawer', 'phone', 'chairsmoving', 'switch']"
office3_0.wav,office3_1.jams,office,"['phone', 'chairsmoving', 'drawer', 'laughter']"
office3_1.wav,office3_2.jams,office,"['keys', 'laughter', 'knock', 'switch', 'keys', 'knock', 'drawer', 'doorslam', 'drawer', 'doorslam', 'laughter', 'doorslam', 'doorslam', 'switch', 'doorslam', 'chairsmoving', 'laughter', 'laughter', 'chairsmoving']"
office3_2.wav,office3_3.jams,office,"['chairsmoving', 'chairsmoving', 'laughter', 'chairsmoving', 'doorslam', 'phone']"
office3_3.wav,office3_4.jams,office,"['switch', 'knock', 'phone', 'switch', 'doorslam', 'keys', 'chairsmoving', 'switch', 'laughter', 'switch', 'doorslam', 'doorslam', 'keys', 'switch', 'laughter', 'drawer', 'phone', 'drawer', 'keys', 'chairsmoving', 'drawer', 'switch']"
office3_4.wav,office3_5.jams,office,"['switch', 'drawer', 'knock', 'knock', 'laughter', 'laughter', 'keys', 'keys', 'laughter', 'keys', 'doorslam', 'knock', 'drawer', 'chairsmoving', 'laughter', 'phone', 'drawer', 'keys', 'knock', 'knock', 'drawer']"
office3_5.wav,office3_6.jams,office,"['keys', 'keys', 'chairsmoving', 'drawer', 'drawer', 'switch', 'switch', 'knock', 'drawer', 'chairsmoving', 'phone', 'knock', 'chairsmoving', 'switch', 'doorslam', 'doorslam', 'keys', 'knock', 'laughter']"
office3_6.wav,office3_7.jams,office,"['knock', 'phone', 'phone', 'doorslam', 'switch', 'phone', 'keys', 'phone', 'chairsmoving', 'chairsmoving', 'drawer', 'drawer', 'knock', 'knock', 'knock', 'laughter', 'knock', 'keys', 'doorslam', 'laughter', 'doorslam']"
office3_7.wav,office3_8.jams,office,"['phone', 'switch', 'chairsmoving', 'laughter', 'switch', 'drawer', 'chairsmoving', 'keys', 'keys', 'switch', 'switch', 'knock', 'phone', 'switch', 'drawer', 'drawer', 'chairsmoving', 'keys', 'knock', 'keys', 'keys', 'switch', 'drawer', 'switch']"
office3_8.wav,office3_9.jams,office,"['laughter', 'switch', 'chairsmoving', 'doorslam', 'switch', 'knock', 'knock', 'phone', 'drawer', 'knock', 'switch', 'doorslam', 'switch', 'phone', 'phone', 'phone', 'drawer', 'switch']"
office3_9.wav,office3_downshift_0.jams,office,"['knock', 'chairsmoving', 'switch', 'drawer', 'chairsmoving', 'laughter', 'doorslam']"
office3_downshift_0.wav,office3_downshift_1.jams,office,"['phone', 'chairsmoving', 'drawer', 'laughter']"
office3_downshift_1.wav,office3_downshift_2.jams,office,"['keys', 'laughter', 'knock', 'switch', 'keys', 'knock', 'drawer', 'doorslam', 'drawer', 'doorslam', 'laughter', 'doorslam', 'doorslam', 'switch', 'doorslam', 'chairsmoving', 'laughter', 'laughter', 'chairsmoving']"
office3_downshift_2.wav,office3_downshift_3.jams,office,"['chairsmoving', 'chairsmoving', 'laughter', 'chairsmoving', 'doorslam', 'phone']"
