acoustic_scene,event_list
busystreet,"['footsteps', 'knock', 'laughter', 'knock', 'knock', 'knock', 'speech', 'knock', 'running', 'wind', 'speech', 'keylock', 'knock', 'wind', 'knock', 'footsteps', 'wind', 'wind', 'wind', 'buspassby', 'footsteps', 'buspassby', 'speech', 'speech', 'footsteps', 'footsteps', 'speech', 'footsteps', 'buspassby', 'speech']"
busystreet,"['wind', 'wind', 'knock', 'buspassby', 'motorbike', 'buspassby', 'knock', 'doorclose', 'wind', 'running', 'wind', 'running', 'speech', 'footsteps', 'doorclose', 'knock', 'knock', 'speech', 'keylock', 'running', 'doorclose', 'doorclose']"
busystreet,"['buspassby', 'motorbike', 'footsteps', 'motorbike', 'motorbike', 'motorbike', 'wind', 'knock']"
busystreet,"['knock', 'motorbike', 'doorclose', 'knock', 'buspassby']"
busystreet,"['footsteps', 'knock', 'laughter', 'knock', 'knock', 'knock', 'speech', 'knock', 'running', 'wind', 'speech', 'keylock', 'knock', 'wind', 'knock', 'footsteps', 'wind', 'wind', 'wind', 'buspassby', 'footsteps', 'buspassby', 'speech', 'speech', 'footsteps', 'footsteps', 'speech', 'footsteps', 'buspassby', 'speech']"
busystreet,"['wind', 'wind', 'knock', 'buspassby', 'motorbike', 'buspassby', 'knock', 'doorclose', 'wind', 'running', 'wind', 'running', 'speech', 'footsteps', 'doorclose', 'knock', 'knock', 'speech', 'keylock', 'running', 'doorclose', 'doorclose']"
busystreet,"['running', 'motorbike', 'running', 'speech', 'motorbike', 'wind', 'laughter', 'motorbike', 'laughter', 'knock', 'buspassby', 'wind', 'footsteps', 'doorclose', 'footsteps']"
busystreet,"['footsteps', 'buspassby', 'buspassby', 'running', 'buspassby', 'motorbike', 'doorclose', 'buspassby', 'laughter', 'running', 'running', 'keylock', 'laughter', 'running', 'knock', 'running', 'laughter', 'motorbike', 'knock', 'laughter', 'doorclose', 'speech', 'knock']"
busystreet,"['motorbike', 'buspassby', 'speech', 'speech', 'speech', 'keylock', 'wind', 'wind', 'keylock', 'buspassby', 'buspassby', 'running', 'knock', 'motorbike', 'footsteps', 'doorclose', 'speech', 'motorbike', 'motorbike', 'running']"
busystreet,"['knock', 'motorbike', 'speech', 'motorbike', 'footsteps', 'running', 'footsteps', 'motorbike', 'doorclose', 'keylock', 'laughter', 'speech', 'footsteps', 'speech', 'buspassby', 'buspassby', 'keylock', 'laughter', 'laughter', 'laughter', 'footsteps', 'speech', 'laughter', 'speech']"
busystreet,"['knock', 'buspassby', 'wind', 'running', 'laughter', 'footsteps', 'footsteps', 'laughter', 'doorclose', 'motorbike', 'running', 'running', 'buspassby', 'knock', 'knock', 'running', 'doorclose', 'motorbike', 'keylock', 'laughter', 'knock', 'laughter', 'doorclose', 'laughter', 'knock', 'speech', 'doorclose', 'knock', 'keylock', 'knock']"
busystreet,"['doorclose', 'footsteps', 'running', 'laughter', 'laughter', 'doorclose', 'wind', 'motorbike', 'buspassby', 'footsteps', 'speech', 'doorclose', 'motorbike', 'doorclose', 'knock', 'laughter', 'knock', 'knock', 'laughter', 'doorclose', 'running', 'footsteps', 'laughter', 'speech', 'knock']"
busystreet,"['speech', 'wind', 'knock', 'doorclose', 'running', 'doorclose', 'knock', 'keylock', 'motorbike', 'knock', 'buspassby', 'footsteps', 'keylock', 'running', 'doorclose', 'keylock', 'keylock', 'speech', 'laughter', 'buspassby', 'laughter', 'doorclose', 'running', 'knock', 'doorclose', 'running', 'motorbike', 'speech', 'doorclose', 'motorbike', 'buspassby']"
busystreet,"['motorbike', 'footsteps', 'doorclose', 'motorbike', 'wind', 'doorclose', 'speech', 'speech', 'wind', 'speech', 'wind', 'laughter', 'speech', 'doorclose', 'wind']"
busystreet,"['buspassby', 'speech', 'knock', 'laughter', 'buspassby', 'doorclose', 'laughter', 'wind', 'footsteps', 'footsteps', 'wind', 'keylock', 'footsteps', 'knock', 'motorbike', 'speech', 'buspassby', 'keylock', 'wind', 'buspassby', 'motorbike', 'laughter', 'footsteps', 'motorbike', 'wind']"
busystreet,"['knock', 'buspassby', 'wind', 'running', 'laughter', 'footsteps', 'footsteps', 'laughter', 'doorclose', 'motorbike', 'running', 'running', 'buspassby', 'knock', 'knock', 'running', 'doorclose', 'motorbike', 'keylock', 'laughter', 'knock', 'laughter', 'doorclose', 'laughter', 'knock', 'speech', 'doorclose', 'knock', 'keylock', 'knock']"
busystreet,"['doorclose', 'footsteps', 'running', 'laughter', 'laughter', 'doorclose', 'wind', 'motorbike', 'buspassby', 'footsteps', 'speech', 'doorclose', 'motorbike', 'doorclose', 'knock', 'laughter', 'knock', 'knock', 'laughter', 'doorclose', 'running', 'footsteps', 'laughter', 'speech', 'knock']"
busystreet,"['speech', 'wind', 'buspassby', 'motorbike', 'keylock', 'doorclose', 'speech', 'buspassby', 'laughter', 'doorclose', 'speech', 'wind', 'knock', 'laughter', 'running', 'wind', 'running', 'wind', 'knock', 'wind', 'keylock', 'footsteps', 'doorclose', 'running', 'footsteps', 'knock', 'knock', 'wind', 'keylock', 'motorbike']"
busystreet,"['speech', 'wind', 'knock', 'doorclose', 'running', 'doorclose', 'knock', 'keylock', 'motorbike', 'knock', 'buspassby', 'footsteps', 'keylock', 'running', 'doorclose', 'keylock', 'keylock', 'speech', 'laughter', 'buspassby', 'laughter', 'doorclose', 'running', 'knock', 'doorclose', 'running', 'motorbike', 'speech', 'doorclose', 'motorbike', 'buspassby']"
busystreet,"['motorbike', 'footsteps', 'doorclose', 'motorbike', 'wind', 'doorclose', 'speech', 'speech', 'wind', 'speech', 'wind', 'laughter', 'speech', 'doorclose', 'wind']"
busystreet,"['speech', 'wind', 'buspassby', 'motorbike', 'keylock', 'doorclose', 'speech', 'buspassby', 'laughter', 'doorclose', 'speech', 'wind', 'knock', 'laughter', 'running', 'wind', 'running', 'wind', 'knock', 'wind', 'keylock', 'footsteps', 'doorclose', 'running', 'footsteps', 'knock', 'knock', 'wind', 'keylock', 'motorbike']"
busystreet,"['speech', 'wind', 'knock', 'doorclose', 'running', 'doorclose', 'knock', 'keylock', 'motorbike', 'knock', 'buspassby', 'footsteps', 'keylock', 'running', 'doorclose', 'keylock', 'keylock', 'speech', 'laughter', 'buspassby', 'laughter', 'doorclose', 'running', 'knock', 'doorclose', 'running', 'motorbike', 'speech', 'doorclose', 'motorbike', 'buspassby']"
busystreet,"['motorbike', 'footsteps', 'doorclose', 'motorbike', 'wind', 'doorclose', 'speech', 'speech', 'wind', 'speech', 'wind', 'laughter', 'speech', 'doorclose', 'wind']"
busystreet,"['keylock', 'motorbike', 'speech', 'motorbike', 'wind', 'knock', 'doorclose']"
busystreet,"['footsteps', 'knock', 'footsteps', 'keylock', 'running', 'running', 'motorbike', 'wind', 'doorclose', 'buspassby', 'laughter', 'keylock', 'running', 'speech', 'laughter', 'footsteps', 'knock', 'wind', 'knock', 'buspassby', 'laughter', 'footsteps', 'buspassby', 'doorclose', 'knock', 'keylock', 'motorbike', 'wind', 'running', 'buspassby', 'footsteps']"
busystreet,"['laughter', 'motorbike', 'footsteps', 'footsteps', 'wind', 'knock', 'doorclose', 'knock', 'knock', 'buspassby', 'speech', 'wind', 'wind', 'doorclose']"
busystreet,"['wind', 'motorbike', 'keylock', 'knock', 'wind', 'keylock', 'motorbike', 'footsteps', 'doorclose', 'motorbike', 'running', 'laughter', 'footsteps', 'keylock', 'keylock']"
busystreet,"['footsteps', 'laughter', 'doorclose', 'buspassby', 'doorclose', 'doorclose', 'motorbike', 'keylock', 'keylock', 'knock']"
busystreet,"['wind', 'keylock', 'keylock', 'knock', 'keylock', 'buspassby', 'motorbike', 'running', 'wind', 'wind', 'laughter', 'doorclose', 'running', 'buspassby', 'footsteps', 'laughter', 'keylock', 'footsteps', 'knock', 'speech', 'knock', 'buspassby', 'speech', 'wind', 'knock', 'motorbike', 'laughter', 'motorbike', 'doorclose']"
busystreet,"['keylock', 'wind', 'knock', 'running', 'doorclose', 'wind', 'running', 'buspassby', 'doorclose', 'knock', 'footsteps', 'knock', 'keylock', 'knock', 'motorbike', 'wind', 'laughter', 'knock', 'knock', 'running', 'wind', 'knock', 'knock', 'buspassby', 'buspassby', 'keylock', 'running', 'footsteps', 'doorclose', 'knock', 'wind', 'buspassby']"
busystreet,"['wind', 'motorbike', 'keylock', 'knock', 'wind', 'keylock', 'motorbike', 'footsteps', 'doorclose', 'motorbike', 'running', 'laughter', 'footsteps', 'keylock', 'keylock']"
busystreet,"['footsteps', 'laughter', 'doorclose', 'buspassby', 'doorclose', 'doorclose', 'motorbike', 'keylock', 'keylock', 'knock']"
busystreet,"['wind', 'keylock', 'keylock', 'knock', 'keylock', 'buspassby', 'motorbike', 'running', 'wind', 'wind', 'laughter', 'doorclose', 'running', 'buspassby', 'footsteps', 'laughter', 'keylock', 'footsteps', 'knock', 'speech', 'knock', 'buspassby', 'speech', 'wind', 'knock', 'motorbike', 'laughter', 'motorbike', 'doorclose']"
busystreet,"['keylock', 'speech', 'buspassby', 'footsteps', 'motorbike', 'knock', 'laughter', 'motorbike', 'laughter', 'motorbike', 'buspassby', 'footsteps', 'laughter', 'doorclose', 'speech', 'doorclose']"
busystreet,"['speech', 'buspassby', 'footsteps', 'buspassby', 'buspassby', 'buspassby', 'speech', 'knock', 'footsteps', 'buspassby', 'knock', 'speech', 'keylock']"
busystreet,"['laughter', 'buspassby', 'footsteps', 'running', 'laughter', 'buspassby', 'speech', 'doorclose', 'knock', 'knock', 'speech', 'wind', 'keylock', 'wind']"
busystreet,"['speech', 'buspassby', 'buspassby', 'buspassby', 'doorclose', 'laughter', 'speech', 'keylock', 'motorbike', 'footsteps', 'doorclose', 'wind', 'buspassby', 'doorclose', 'wind', 'buspassby', 'knock', 'doorclose', 'running', 'laughter', 'wind', 'footsteps', 'wind', 'speech', 'motorbike', 'keylock', 'footsteps', 'motorbike', 'running', 'footsteps', 'laughter']"
busystreet,"['footsteps', 'laughter', 'doorclose', 'buspassby', 'doorclose', 'doorclose', 'motorbike', 'keylock', 'keylock', 'knock']"
busystreet,"['wind', 'keylock', 'keylock', 'knock', 'keylock', 'buspassby', 'motorbike', 'running', 'wind', 'wind', 'laughter', 'doorclose', 'running', 'buspassby', 'footsteps', 'laughter', 'keylock', 'footsteps', 'knock', 'speech', 'knock', 'buspassby', 'speech', 'wind', 'knock', 'motorbike', 'laughter', 'motorbike', 'doorclose']"
busystreet,"['keylock', 'speech', 'buspassby', 'footsteps', 'motorbike', 'knock', 'laughter', 'motorbike', 'laughter', 'motorbike', 'buspassby', 'footsteps', 'laughter', 'doorclose', 'speech', 'doorclose']"
office,"['switch', 'switch', 'keys', 'laughter', 'phone', 'phone', 'laughter', 'keys', 'doorslam', 'switch', 'doorslam', 'drawer', 'doorslam', 'knock', 'knock', 'laughter', 'knock', 'doorslam', 'switch']"
office,"['laughter', 'doorslam', 'laughter', 'doorslam', 'drawer', 'drawer', 'knock', 'keys', 'knock', 'phone', 'switch']"
office,"['laughter', 'doorslam', 'knock', 'switch', 'keys', 'laughter', 'doorslam', 'keys', 'knock', 'keys', 'phone', 'doorslam', 'knock', 'chairsmoving', 'laughter', 'drawer']"
office,"['laughter', 'drawer', 'knock', 'laughter', 'laughter', 'laughter', 'drawer', 'knock', 'doorslam', 'drawer', 'laughter', 'knock', 'laughter', 'doorslam', 'chairsmoving', 'keys', 'knock', 'doorslam', 'switch', 'chairsmoving', 'keys', 'drawer', 'switch', 'phone', 'knock']"
office,"['knock', 'chairsmoving', 'phone', 'switch', 'doorslam', 'laughter', 'chairsmoving', 'doorslam', 'knock', 'doorslam', 'chairsmoving', 'switch', 'knock']"
office,"['switch', 'switch', 'keys', 'laughter', 'phone', 'phone', 'laughter', 'keys', 'doorslam', 'switch', 'doorslam', 'drawer', 'doorslam', 'knock', 'knock', 'laughter', 'knock', 'doorslam', 'switch']"
office,"['laughter', 'doorslam', 'laughter', 'doorslam', 'drawer', 'drawer', 'knock', 'keys', 'knock', 'phone', 'switch']"
office,"['laughter', 'doorslam', 'knock', 'switch', 'keys', 'laughter', 'doorslam', 'keys', 'knock', 'keys', 'phone', 'doorslam', 'knock', 'chairsmoving', 'laughter', 'drawer']"
office,"['laughter', 'drawer', 'knock', 'laughter', 'laughter', 'laughter', 'drawer', 'knock', 'doorslam', 'drawer', 'laughter', 'knock', 'laughter', 'doorslam', 'chairsmoving', 'keys', 'knock', 'doorslam', 'switch', 'chairsmoving', 'keys', 'drawer', 'switch', 'phone', 'knock']"
office,"['knock', 'chairsmoving', 'phone', 'switch', 'doorslam', 'laughter', 'chairsmoving', 'doorslam', 'knock', 'doorslam', 'chairsmoving', 'switch', 'knock']"
office,"['switch', 'switch', 'keys', 'laughter', 'phone', 'phone', 'laughter', 'keys', 'doorslam', 'switch', 'doorslam', 'drawer', 'doorslam', 'knock', 'knock', 'laughter', 'knock', 'doorslam', 'switch']"
office,"['laughter', 'drawer', 'knock', 'laughter', 'laughter', 'laughter', 'drawer', 'knock', 'doorslam', 'drawer', 'laughter', 'knock', 'laughter', 'doorslam', 'chairsmoving', 'keys', 'knock', 'doorslam', 'switch', 'chairsmoving', 'keys', 'drawer', 'switch', 'phone', 'knock']"
office,"['knock', 'chairsmoving', 'phone', 'switch', 'doorslam', 'laughter', 'chairsmoving', 'doorslam', 'knock', 'doorslam', 'chairsmoving', 'switch', 'knock']"
office,"['doorslam', 'knock', 'laughter', 'knock', 'drawer', 'switch', 'keys', 'keys', 'drawer', 'drawer', 'keys', 'chairsmoving', 'chairsmoving', 'drawer']"
office,"['laughter', 'laughter', 'doorslam', 'doorslam', 'knock', 'chairsmoving', 'knock', 'laughter', 'doorslam', 'switch', 'keys', 'doorslam', 'knock', 'drawer', 'switch', 'drawer', 'doorslam', 'keys', 'drawer', 'keys', 'drawer', 'keys', 'drawer']"
office,"['doorslam', 'knock', 'laughter', 'knock', 'drawer', 'switch', 'keys', 'keys', 'drawer', 'drawer', 'keys', 'chairsmoving', 'chairsmoving', 'drawer']"
office,"['laughter', 'laughter', 'doorslam', 'doorslam', 'knock', 'chairsmoving', 'knock', 'laughter', 'doorslam', 'switch', 'keys', 'doorslam', 'knock', 'drawer', 'switch', 'drawer', 'doorslam', 'keys', 'drawer', 'keys', 'drawer', 'keys', 'drawer']"
office,"['chairsmoving', 'keys', 'switch', 'doorslam', 'switch', 'switch', 'phone', 'phone', 'phone', 'keys', 'switch', 'doorslam', 'laughter']"
office,"['doorslam', 'knock', 'laughter', 'knock', 'drawer', 'switch', 'keys', 'keys', 'drawer', 'drawer', 'keys', 'chairsmoving', 'chairsmoving', 'drawer']"
office,"['laughter', 'laughter', 'doorslam', 'doorslam', 'knock', 'chairsmoving', 'knock', 'laughter', 'doorslam', 'switch', 'keys', 'doorslam', 'knock', 'drawer', 'switch', 'drawer', 'doorslam', 'keys', 'drawer', 'keys', 'drawer', 'keys', 'drawer']"
office,"['chairsmoving', 'switch', 'knock', 'switch', 'keys', 'chairsmoving', 'keys', 'keys', 'switch', 'laughter', 'switch', 'keys', 'phone', 'chairsmoving', 'knock']"
office,"['phone', 'laughter', 'keys', 'doorslam', 'switch', 'laughter']"
office,"['phone', 'keys', 'laughter', 'knock', 'chairsmoving', 'knock', 'keys', 'knock', 'switch', 'laughter', 'phone', 'switch', 'switch', 'knock', 'laughter', 'drawer', 'switch', 'doorslam', 'doorslam', 'knock', 'phone', 'doorslam']"
office,"['doorslam', 'switch', 'chairsmoving', 'doorslam', 'chairsmoving', 'laughter', 'switch', 'laughter', 'drawer', 'chairsmoving', 'laughter', 'knock', 'switch', 'knock', 'laughter', 'switch', 'laughter', 'switch', 'knock']"
office,"['chairsmoving', 'switch', 'knock', 'switch', 'keys', 'chairsmoving', 'keys', 'keys', 'switch', 'laughter', 'switch', 'keys', 'phone', 'chairsmoving', 'knock']"
office,"['phone', 'laughter', 'keys', 'doorslam', 'switch', 'laughter']"
office,"['phone', 'keys', 'laughter', 'knock', 'chairsmoving', 'knock', 'keys', 'knock', 'switch', 'laughter', 'phone', 'switch', 'switch', 'knock', 'laughter', 'drawer', 'switch', 'doorslam', 'doorslam', 'knock', 'phone', 'doorslam']"
office,"['laughter', 'phone', 'switch', 'knock', 'laughter']"
office,"['phone', 'laughter', 'keys', 'doorslam', 'switch', 'laughter']"
office,"['phone', 'keys', 'laughter', 'knock', 'chairsmoving', 'knock', 'keys', 'knock', 'switch', 'laughter', 'phone', 'switch', 'switch', 'knock', 'laughter', 'drawer', 'switch', 'doorslam', 'doorslam', 'knock', 'phone', 'doorslam']"
office,"['switch', 'laughter', 'doorslam', 'keys', 'drawer', 'doorslam', 'chairsmoving', 'doorslam', 'laughter', 'chairsmoving', 'phone', 'phone', 'keys', 'knock', 'knock', 'drawer', 'phone', 'chairsmoving', 'switch']"
office,"['keys', 'laughter', 'knock', 'switch', 'keys', 'knock', 'drawer', 'doorslam', 'drawer', 'doorslam', 'laughter', 'doorslam', 'doorslam', 'switch', 'doorslam', 'chairsmoving', 'laughter', 'laughter', 'chairsmoving']"
office,"['switch', 'drawer', 'knock', 'knock', 'laughter', 'laughter', 'keys', 'keys', 'laughter', 'keys', 'doorslam', 'knock', 'drawer', 'chairsmoving', 'laughter', 'phone', 'drawer', 'keys', 'knock', 'knock', 'drawer']"
office,"['knock', 'phone', 'phone', 'doorslam', 'switch', 'phone', 'keys', 'phone', 'chairsmoving', 'chairsmoving', 'drawer', 'drawer', 'knock', 'knock', 'knock', 'laughter', 'knock', 'keys', 'doorslam', 'laughter', 'doorslam']"
office,"['phone', 'chairsmoving', 'drawer', 'laughter']"
office,"['keys', 'laughter', 'knock', 'switch', 'keys', 'knock', 'drawer', 'doorslam', 'drawer', 'doorslam', 'laughter', 'doorslam', 'doorslam', 'switch', 'doorslam', 'chairsmoving', 'laughter', 'laughter', 'chairsmoving']"
office,"['switch', 'drawer', 'knock', 'knock', 'laughter', 'laughter', 'keys', 'keys', 'laughter', 'keys', 'doorslam', 'knock', 'drawer', 'chairsmoving', 'laughter', 'phone', 'drawer', 'keys', 'knock', 'knock', 'drawer']"
office,"['knock', 'phone', 'phone', 'doorslam', 'switch', 'phone', 'keys', 'phone', 'chairsmoving', 'chairsmoving', 'drawer', 'drawer', 'knock', 'knock', 'knock', 'laughter', 'knock', 'keys', 'doorslam', 'laughter', 'doorslam']"
office,"['phone', 'switch', 'chairsmoving', 'laughter', 'switch', 'drawer', 'chairsmoving', 'keys', 'keys', 'switch', 'switch', 'knock', 'phone', 'switch', 'drawer', 'drawer', 'chairsmoving', 'keys', 'knock', 'keys', 'keys', 'switch', 'drawer', 'switch']"
office,"['switch', 'doorslam', 'laughter', 'keys', 'doorslam', 'laughter', 'doorslam', 'keys', 'phone', 'knock', 'chairsmoving', 'laughter', 'chairsmoving', 'chairsmoving', 'laughter', 'switch']"
office,"['keys', 'doorslam', 'knock', 'chairsmoving', 'phone', 'doorslam', 'phone', 'keys', 'laughter', 'switch', 'doorslam', 'drawer', 'drawer', 'keys', 'switch', 'laughter', 'doorslam', 'chairsmoving', 'doorslam', 'switch', 'drawer', 'drawer', 'drawer', 'keys', 'keys']"
office,"['switch', 'knock', 'chairsmoving', 'switch', 'keys', 'keys', 'phone', 'doorslam', 'chairsmoving', 'laughter', 'drawer', 'laughter', 'switch', 'phone', 'laughter', 'chairsmoving', 'keys', 'drawer', 'phone', 'laughter', 'doorslam', 'switch']"
office,"['knock', 'keys', 'phone', 'phone', 'phone', 'laughter', 'laughter', 'doorslam', 'chairsmoving', 'phone']"
office,"['doorslam', 'doorslam', 'laughter']"
office,"['laughter', 'keys', 'keys', 'phone', 'laughter', 'doorslam', 'switch', 'switch', 'chairsmoving', 'doorslam', 'switch', 'drawer', 'drawer', 'chairsmoving', 'switch']"
office,"['switch', 'phone', 'keys', 'phone', 'doorslam', 'laughter', 'drawer', 'drawer', 'knock', 'laughter', 'laughter', 'switch', 'doorslam', 'switch', 'keys', 'phone', 'laughter', 'phone', 'phone', 'switch', 'drawer', 'switch', 'drawer', 'laughter']"
office,"['switch', 'doorslam', 'laughter', 'keys', 'doorslam', 'laughter', 'doorslam', 'keys', 'phone', 'knock', 'chairsmoving', 'laughter', 'chairsmoving', 'chairsmoving', 'laughter', 'switch']"
office,"['keys', 'doorslam', 'knock', 'chairsmoving', 'phone', 'doorslam', 'phone', 'keys', 'laughter', 'switch', 'doorslam', 'drawer', 'drawer', 'keys', 'switch', 'laughter', 'doorslam', 'chairsmoving', 'doorslam', 'switch', 'drawer', 'drawer', 'drawer', 'keys', 'keys']"
office,"['switch', 'knock', 'chairsmoving', 'switch', 'keys', 'keys', 'phone', 'doorslam', 'chairsmoving', 'laughter', 'drawer', 'laughter', 'switch', 'phone', 'laughter', 'chairsmoving', 'keys', 'drawer', 'phone', 'laughter', 'doorslam', 'switch']"
office,"['knock', 'keys', 'phone', 'phone', 'phone', 'laughter', 'laughter', 'doorslam', 'chairsmoving', 'phone']"
office,"['doorslam', 'doorslam', 'laughter']"
office,"['laughter', 'keys', 'keys', 'phone', 'laughter', 'doorslam', 'switch', 'switch', 'chairsmoving', 'doorslam', 'switch', 'drawer', 'drawer', 'chairsmoving', 'switch']"
office,"['switch', 'phone', 'keys', 'phone', 'doorslam', 'laughter', 'drawer', 'drawer', 'knock', 'laughter', 'laughter', 'switch', 'doorslam', 'switch', 'keys', 'phone', 'laughter', 'phone', 'phone', 'switch', 'drawer', 'switch', 'drawer', 'laughter']"
office,"['switch', 'doorslam', 'laughter', 'keys', 'doorslam', 'laughter', 'doorslam', 'keys', 'phone', 'knock', 'chairsmoving', 'laughter', 'chairsmoving', 'chairsmoving', 'laughter', 'switch']"
office,"['keys', 'doorslam', 'knock', 'chairsmoving', 'phone', 'doorslam', 'phone', 'keys', 'laughter', 'switch', 'doorslam', 'drawer', 'drawer', 'keys', 'switch', 'laughter', 'doorslam', 'chairsmoving', 'doorslam', 'switch', 'drawer', 'drawer', 'drawer', 'keys', 'keys']"
office,"['switch', 'knock', 'chairsmoving', 'switch', 'keys', 'keys', 'phone', 'doorslam', 'chairsmoving', 'laughter', 'drawer', 'laughter', 'switch', 'phone', 'laughter', 'chairsmoving', 'keys', 'drawer', 'phone', 'laughter', 'doorslam', 'switch']"
office,"['knock', 'keys', 'phone', 'phone', 'phone', 'laughter', 'laughter', 'doorslam', 'chairsmoving', 'phone']"
office,"['doorslam', 'doorslam', 'laughter']"
office,"['laughter', 'keys', 'keys', 'phone', 'laughter', 'doorslam', 'switch', 'switch', 'chairsmoving', 'doorslam', 'switch', 'drawer', 'drawer', 'chairsmoving', 'switch']"
office,"['switch', 'phone', 'keys', 'phone', 'doorslam', 'laughter', 'drawer', 'drawer', 'knock', 'laughter', 'laughter', 'switch', 'doorslam', 'switch', 'keys', 'phone', 'laughter', 'phone', 'phone', 'switch', 'drawer', 'switch', 'drawer', 'laughter']"
office,"['drawer', 'knock', 'phone', 'doorslam', 'phone', 'doorslam', 'switch', 'knock', 'knock', 'keys', 'switch', 'drawer', 'keys', 'switch', 'knock', 'laughter', 'laughter', 'laughter', 'keys', 'switch', 'phone', 'drawer', 'knock', 'knock', 'drawer', 'knock']"
office,"['drawer', 'knock', 'phone', 'doorslam', 'phone', 'doorslam', 'switch', 'knock', 'knock', 'keys', 'switch', 'drawer', 'keys', 'switch', 'knock', 'laughter', 'laughter', 'laughter', 'keys', 'switch', 'phone', 'drawer', 'knock', 'knock', 'drawer', 'knock']"
office,"['phone', 'keys', 'switch', 'chairsmoving', 'phone', 'switch', 'knock', 'doorslam', 'phone', 'drawer', 'phone', 'knock', 'switch', 'chairsmoving', 'doorslam', 'doorslam', 'drawer']"
office,"['switch', 'chairsmoving', 'knock', 'laughter', 'switch', 'switch', 'drawer', 'switch', 'keys', 'chairsmoving', 'laughter', 'doorslam', 'doorslam', 'drawer', 'keys', 'drawer', 'phone', 'keys', 'laughter', 'laughter', 'switch']"
office,"['switch', 'chairsmoving', 'knock', 'laughter', 'switch', 'switch', 'drawer', 'switch', 'keys', 'chairsmoving', 'laughter', 'doorslam', 'doorslam', 'drawer', 'keys', 'drawer', 'phone', 'keys', 'laughter', 'laughter', 'switch']"
office,"['chairsmoving', 'chairsmoving', 'drawer', 'drawer', 'keys', 'drawer', 'switch', 'doorslam', 'chairsmoving', 'keys', 'chairsmoving', 'chairsmoving', 'keys', 'chairsmoving', 'switch', 'phone', 'switch']"
office,"['phone', 'switch', 'doorslam', 'switch', 'switch', 'doorslam', 'phone', 'chairsmoving', 'phone', 'laughter', 'phone', 'switch', 'drawer', 'chairsmoving', 'keys']"
office,"['chairsmoving', 'switch', 'keys', 'doorslam', 'laughter', 'doorslam', 'doorslam', 'switch', 'chairsmoving', 'doorslam', 'switch', 'drawer', 'drawer', 'laughter', 'keys', 'phone', 'doorslam', 'chairsmoving', 'switch', 'doorslam']"
office,"['doorslam', 'knock', 'laughter', 'laughter', 'keys', 'switch']"
office,"['chairsmoving', 'chairsmoving', 'drawer', 'drawer', 'keys', 'drawer', 'switch', 'doorslam', 'chairsmoving', 'keys', 'chairsmoving', 'chairsmoving', 'keys', 'chairsmoving', 'switch', 'phone', 'switch']"
office,"['phone', 'switch', 'doorslam', 'switch', 'switch', 'doorslam', 'phone', 'chairsmoving', 'phone', 'laughter', 'phone', 'switch', 'drawer', 'chairsmoving', 'keys']"
office,"['doorslam', 'knock', 'laughter', 'laughter', 'keys', 'switch']"
office,"['laughter', 'doorslam', 'laughter', 'doorslam', 'drawer', 'knock', 'doorslam', 'knock', 'switch', 'laughter']"
office,"['knock', 'phone', 'knock', 'doorslam', 'laughter', 'switch', 'phone', 'laughter', 'keys', 'doorslam', 'switch', 'drawer', 'keys', 'phone', 'phone', 'drawer', 'knock', 'keys', 'knock', 'switch', 'phone', 'chairsmoving', 'knock', 'switch']"
office,"['chairsmoving', 'chairsmoving', 'drawer', 'drawer', 'keys', 'drawer', 'switch', 'doorslam', 'chairsmoving', 'keys', 'chairsmoving', 'chairsmoving', 'keys', 'chairsmoving', 'switch', 'phone', 'switch']"
office,"['phone', 'switch', 'doorslam', 'switch', 'switch', 'doorslam', 'phone', 'chairsmoving', 'phone', 'laughter', 'phone', 'switch', 'drawer', 'chairsmoving', 'keys']"
office,"['phone', 'doorslam', 'laughter', 'switch', 'doorslam', 'keys', 'doorslam', 'phone']"
office,"['chairsmoving', 'switch', 'keys', 'doorslam', 'laughter', 'doorslam', 'doorslam', 'switch', 'chairsmoving', 'doorslam', 'switch', 'drawer', 'drawer', 'laughter', 'keys', 'phone', 'doorslam', 'chairsmoving', 'switch', 'doorslam']"
office,"['doorslam', 'knock', 'laughter', 'laughter', 'keys', 'switch']"
office,"['switch', 'laughter', 'keys', 'knock', 'phone', 'knock', 'doorslam', 'doorslam', 'laughter', 'keys', 'knock', 'switch', 'phone', 'switch', 'keys', 'drawer', 'chairsmoving', 'phone', 'drawer', 'laughter', 'phone']"
office,"['keys', 'phone', 'switch', 'knock', 'phone', 'laughter', 'switch', 'switch', 'doorslam', 'doorslam', 'chairsmoving', 'knock']"
office,"['chairsmoving', 'laughter', 'drawer', 'laughter', 'chairsmoving', 'doorslam', 'phone', 'drawer', 'doorslam', 'chairsmoving', 'doorslam', 'laughter', 'chairsmoving', 'drawer', 'doorslam', 'phone', 'laughter', 'phone', 'laughter', 'drawer']"
office,"['drawer', 'switch', 'knock', 'laughter', 'drawer', 'switch', 'switch', 'switch', 'knock', 'drawer', 'chairsmoving', 'knock', 'knock', 'laughter', 'phone', 'keys', 'keys', 'switch', 'knock']"
office,"['knock', 'doorslam', 'chairsmoving', 'laughter', 'phone', 'laughter', 'chairsmoving', 'phone', 'doorslam', 'chairsmoving', 'laughter', 'switch', 'doorslam', 'drawer', 'doorslam', 'keys', 'chairsmoving', 'laughter']"
