lake,motorbike,mindthegap,speech,laughter,footstepsongrass,keylock,switch,trolley,keys,knock,train,cooking,cough,pushbike,doorslam,buspassby,checkoutbeeps,drawer,phone,doorclose,lightrain,running,gate,birdsong,footsteps,money,clearthroat,slidingDoorclose,wind,chairsmoving,bagrustle
[[0.7472705]],[[0.6204214]],[[0.58453923]],[[0.73767614]],[[0.7361329]],[[0.47127187]],[[0.5475047]],[[0.63381624]],[[0.60469294]],[[0.60042703]],[[0.5376171]],[[0.74894786]],[[0.6800055]],[[0.5435127]],[[0.57684016]],[[0.578491]],[[0.76607037]],[[0.5246303]],[[0.56495035]],[[0.75840247]],[[0.5705689]],[[0.79611665]],[[0.5805258]],[[0.7295102]],[[0.5886607]],[[0.67124325]],[[0.77270293]],[[0.5498817]],[[0.57690066]],[[0.6569063]],[[0.7017849]],[[0.56930465]]
[[0.40111262]],[[0.476263]],[[0.43542314]],[[0.4168889]],[[0.46701574]],[[0.39736676]],[[0.3502853]],[[0.4182104]],[[0.28524005]],[[0.19810283]],[[0.41029304]],[[0.3945328]],[[0.43528187]],[[0.46140063]],[[0.6026399]],[[0.49040872]],[[0.6116861]],[[0.5034778]],[[0.32023072]],[[0.4552577]],[[0.39726382]],[[0.5134623]],[[0.5773354]],[[0.4204837]],[[0.4162706]],[[0.39911586]],[[0.43910182]],[[0.3155849]],[[0.45081604]],[[0.4652847]],[[0.52450716]],[[0.39976817]]
[[0.35004652]],[[0.4583019]],[[0.2979921]],[[0.34135288]],[[0.19011784]],[[0.23358774]],[[0.2745298]],[[0.3098367]],[[0.32618415]],[[0.28164482]],[[0.19123685]],[[0.39533973]],[[0.47401536]],[[0.12045527]],[[0.43555802]],[[0.31903368]],[[0.5215663]],[[0.3525927]],[[0.28209782]],[[0.42686808]],[[0.27889532]],[[0.40141046]],[[0.38514048]],[[0.21020675]],[[0.33686662]],[[0.2892505]],[[0.37546408]],[[0.21655107]],[[0.3927139]],[[0.3395034]],[[0.43737602]],[[0.21850091]]
[[0.35113806]],[[0.51775515]],[[0.34645998]],[[0.35789365]],[[0.23230994]],[[0.30737734]],[[0.30594933]],[[0.3537647]],[[0.35523427]],[[0.31991398]],[[0.24518526]],[[0.37555313]],[[0.55715287]],[[0.11428285]],[[0.50065655]],[[0.46272743]],[[0.58050674]],[[0.40814286]],[[0.32958186]],[[0.39385593]],[[0.35708207]],[[0.35435283]],[[0.4918338]],[[0.24825764]],[[0.3946764]],[[0.35261524]],[[0.39127743]],[[0.2478391]],[[0.41725248]],[[0.29556048]],[[0.5569688]],[[0.31892252]]
[[0.35115087]],[[0.50961757]],[[0.32962584]],[[0.32024443]],[[0.2150122]],[[0.2588206]],[[0.235986]],[[0.3100083]],[[0.36415642]],[[0.28955734]],[[0.19150537]],[[0.37956327]],[[0.5268341]],[[0.07338631]],[[0.48938453]],[[0.41314042]],[[0.57768637]],[[0.37769496]],[[0.30866468]],[[0.38371652]],[[0.3214122]],[[0.3587399]],[[0.47171128]],[[0.23331296]],[[0.36998165]],[[0.33540928]],[[0.38432622]],[[0.21158421]],[[0.4148631]],[[0.28924]],[[0.5288657]],[[0.2743281]]
[[0.35558152]],[[0.57131344]],[[0.37920022]],[[0.4692719]],[[0.42699647]],[[0.34646112]],[[0.45765066]],[[0.40220684]],[[0.4072364]],[[0.3195055]],[[0.37312722]],[[0.4837445]],[[0.5614537]],[[0.4107672]],[[0.55264616]],[[0.35828006]],[[0.6760425]],[[0.4649015]],[[0.36829382]],[[0.5179758]],[[0.3185292]],[[0.5347042]],[[0.45833194]],[[0.3120314]],[[0.3427837]],[[0.39008933]],[[0.45578206]],[[0.3671472]],[[0.3782364]],[[0.35700393]],[[0.6069304]],[[0.36840022]]
[[0.25725693]],[[0.40827012]],[[0.31544864]],[[0.18603575]],[[0.16534352]],[[0.27351385]],[[0.24351239]],[[0.29550898]],[[0.26244915]],[[0.19080961]],[[0.21406913]],[[0.3026358]],[[0.4216478]],[[0.22307128]],[[0.41145176]],[[0.29975772]],[[0.46472824]],[[0.41653794]],[[0.23068035]],[[0.37067986]],[[0.2883414]],[[0.42513192]],[[0.37766594]],[[0.16539967]],[[0.30536425]],[[0.28903866]],[[0.24371672]],[[0.20330852]],[[0.46521938]],[[0.30155468]],[[0.4342178]],[[0.2146945]]
[[0.3547241]],[[0.50477433]],[[0.4585901]],[[0.48535395]],[[0.47405106]],[[0.40915632]],[[0.47806525]],[[0.4758656]],[[0.5013883]],[[0.37072456]],[[0.428734]],[[0.51069635]],[[0.50999415]],[[0.44286638]],[[0.51104796]],[[0.38094634]],[[0.51490307]],[[0.534066]],[[0.44677496]],[[0.4997421]],[[0.3788104]],[[0.45954883]],[[0.4749089]],[[0.43487906]],[[0.35767043]],[[0.45289552]],[[0.48068333]],[[0.40957838]],[[0.54673994]],[[0.2967422]],[[0.5129775]],[[0.446954]]
[[0.7398461]],[[0.77312595]],[[0.674539]],[[0.74019694]],[[0.74961644]],[[0.60911185]],[[0.6026745]],[[0.6613515]],[[0.7471436]],[[0.6026647]],[[0.7519798]],[[0.82490325]],[[0.5948251]],[[0.6678636]],[[0.7436584]],[[0.65833056]],[[0.80620503]],[[0.65652704]],[[0.6961563]],[[0.69076145]],[[0.7044544]],[[0.86713725]],[[0.77214605]],[[0.77632874]],[[0.5764936]],[[0.7638825]],[[0.7950256]],[[0.6082333]],[[0.6976514]],[[0.7280152]],[[0.650346]],[[0.7054052]]
[[0.29758072]],[[0.39206553]],[[0.410636]],[[0.18666029]],[[0.1678344]],[[0.29919225]],[[0.34714383]],[[0.28956747]],[[0.27575284]],[[0.25604826]],[[0.27960587]],[[0.2575705]],[[0.4778834]],[[0.24503118]],[[0.41139597]],[[0.3455453]],[[0.47186625]],[[0.44339478]],[[0.3028158]],[[0.33182716]],[[0.3372835]],[[0.440221]],[[0.30070096]],[[0.20780241]],[[0.3075223]],[[0.3314482]],[[0.28517926]],[[0.18647957]],[[0.52581394]],[[0.27819228]],[[0.37658358]],[[0.21001732]]
[[0.359303]],[[0.5079469]],[[0.44741726]],[[0.37427998]],[[0.37824118]],[[0.43646848]],[[0.35861588]],[[0.38988507]],[[0.48632848]],[[0.24502897]],[[0.37203407]],[[0.48566878]],[[0.47095394]],[[0.44591844]],[[0.58654606]],[[0.4182425]],[[0.5203449]],[[0.4760449]],[[0.402299]],[[0.4006046]],[[0.3695243]],[[0.525509]],[[0.5405402]],[[0.42944616]],[[0.11153805]],[[0.42103577]],[[0.42634606]],[[0.3576995]],[[0.4847343]],[[0.36273873]],[[0.5072963]],[[0.4112299]]
[[0.6289272]],[[0.63335073]],[[0.678921]],[[0.6250629]],[[0.7009403]],[[0.6467424]],[[0.60050654]],[[0.64657664]],[[0.75829554]],[[0.5405487]],[[0.6156594]],[[0.7298262]],[[0.63599575]],[[0.71922493]],[[0.745268]],[[0.5853058]],[[0.6249124]],[[0.6144531]],[[0.6768714]],[[0.61369145]],[[0.5906103]],[[0.69824284]],[[0.7441757]],[[0.77167225]],[[0.27510536]],[[0.6744404]],[[0.6819115]],[[0.6305004]],[[0.6474212]],[[0.5750773]],[[0.6697244]],[[0.66584516]]
[[0.6497812]],[[0.4684357]],[[0.5405969]],[[0.44166613]],[[0.48010397]],[[0.46296376]],[[0.44504267]],[[0.41405618]],[[0.5108105]],[[0.421795]],[[0.41864824]],[[0.49263018]],[[0.496863]],[[0.3956381]],[[0.54496306]],[[0.5797801]],[[0.578614]],[[0.43242466]],[[0.5152342]],[[0.5253406]],[[0.55161196]],[[0.6147977]],[[0.4987604]],[[0.5274306]],[[0.4256935]],[[0.56467706]],[[0.5242833]],[[0.50100946]],[[0.6017664]],[[0.44701898]],[[0.4926138]],[[0.49113053]]
[[0.28096092]],[[0.5074165]],[[0.30793405]],[[0.2012158]],[[0.15156019]],[[0.2758929]],[[0.28485483]],[[0.2665348]],[[0.33945775]],[[0.24491477]],[[0.18040514]],[[0.3161676]],[[0.48998356]],[[0.15561861]],[[0.5018843]],[[0.3647015]],[[0.4921447]],[[0.32908374]],[[0.26878595]],[[0.36856604]],[[0.28314614]],[[0.34438318]],[[0.43072414]],[[0.18435109]],[[0.27261424]],[[0.2691151]],[[0.32310164]],[[0.20170105]],[[0.401914]],[[0.25605476]],[[0.39829034]],[[0.25740552]]
[[0.54215145]],[[0.68092954]],[[0.48006153]],[[0.709311]],[[0.6878127]],[[0.6059053]],[[0.6160916]],[[0.579211]],[[0.71021473]],[[0.5070349]],[[0.6122245]],[[0.7444402]],[[0.6306889]],[[0.70451915]],[[0.70008045]],[[0.56057405]],[[0.7058457]],[[0.61461574]],[[0.5436247]],[[0.67233074]],[[0.5618118]],[[0.6857802]],[[0.72227216]],[[0.61890644]],[[0.39359486]],[[0.62755346]],[[0.664965]],[[0.58808655]],[[0.5516419]],[[0.58585346]],[[0.71276814]],[[0.6063702]]
[[0.2524702]],[[0.4171716]],[[0.30999827]],[[0.20650434]],[[0.18034494]],[[0.31857252]],[[0.22589391]],[[0.21516418]],[[0.23351544]],[[0.18595535]],[[0.23629338]],[[0.25542462]],[[0.44315094]],[[0.18204856]],[[0.3952905]],[[0.34862828]],[[0.49032587]],[[0.38619274]],[[0.22127306]],[[0.3044932]],[[0.22511363]],[[0.3960948]],[[0.38757885]],[[0.15462351]],[[0.3332069]],[[0.30658734]],[[0.2723961]],[[0.16731834]],[[0.37727177]],[[0.2801249]],[[0.4483925]],[[0.20913184]]
[[0.33206654]],[[0.4578123]],[[0.3736657]],[[0.30242348]],[[0.28281546]],[[0.2702434]],[[0.27046436]],[[0.33524847]],[[0.35504115]],[[0.22042918]],[[0.22484446]],[[0.3745538]],[[0.42954874]],[[0.23283237]],[[0.51098865]],[[0.36603892]],[[0.4904709]],[[0.3913933]],[[0.32521898]],[[0.34192598]],[[0.25262398]],[[0.4183768]],[[0.47636604]],[[0.27244902]],[[0.26377308]],[[0.29131]],[[0.39385372]],[[0.21872205]],[[0.39950895]],[[0.24933249]],[[0.50061023]],[[0.27987581]]
[[0.35644478]],[[0.5081246]],[[0.34600568]],[[0.35072613]],[[0.30802333]],[[0.3285737]],[[0.28299296]],[[0.38374227]],[[0.40834522]],[[0.2940365]],[[0.24575043]],[[0.38570225]],[[0.52559555]],[[0.17604738]],[[0.533808]],[[0.3907771]],[[0.5282391]],[[0.35420895]],[[0.30993187]],[[0.48378956]],[[0.2688126]],[[0.3915007]],[[0.5527321]],[[0.3179533]],[[0.27312374]],[[0.35936952]],[[0.43274057]],[[0.23487568]],[[0.31061012]],[[0.255893]],[[0.4711727]],[[0.27833343]]
[[0.20327747]],[[0.47841918]],[[0.3084905]],[[0.17712039]],[[0.07676375]],[[0.3247851]],[[0.29384518]],[[0.23444402]],[[0.26963782]],[[0.21713853]],[[0.2375642]],[[0.2791325]],[[0.48781222]],[[0.181158]],[[0.42162228]],[[0.34178907]],[[0.48549426]],[[0.410035]],[[0.25077063]],[[0.30079043]],[[0.264987]],[[0.37892473]],[[0.41021025]],[[0.07778513]],[[0.32342088]],[[0.2956937]],[[0.2659968]],[[0.22381741]],[[0.4560138]],[[0.25610268]],[[0.4516796]],[[0.2168991]]
[[0.2766446]],[[0.45405763]],[[0.3565104]],[[0.22742748]],[[0.14575505]],[[0.3186245]],[[0.335016]],[[0.23291838]],[[0.27083504]],[[0.23171139]],[[0.25675976]],[[0.3179103]],[[0.51990235]],[[0.1757887]],[[0.4637059]],[[0.39713287]],[[0.52995694]],[[0.46481854]],[[0.3033347]],[[0.33734524]],[[0.30600035]],[[0.37914592]],[[0.38962162]],[[0.14687169]],[[0.3331921]],[[0.3162073]],[[0.29019785]],[[0.24196118]],[[0.45766532]],[[0.24661613]],[[0.4838704]],[[0.2632522]]
[[0.7235749]],[[0.62519306]],[[0.70880365]],[[0.68200433]],[[0.7604975]],[[0.7026038]],[[0.6669079]],[[0.6049492]],[[0.8032931]],[[0.60987866]],[[0.7540064]],[[0.8056071]],[[0.66762847]],[[0.783775]],[[0.694113]],[[0.6450672]],[[0.6637626]],[[0.7189111]],[[0.7304981]],[[0.6716403]],[[0.6683035]],[[0.8032472]],[[0.6633826]],[[0.816681]],[[0.38324463]],[[0.74575347]],[[0.74683064]],[[0.6824529]],[[0.67892987]],[[0.61657643]],[[0.6091735]],[[0.73729366]]
[[0.54319906]],[[0.71032465]],[[0.5819415]],[[0.7223293]],[[0.690709]],[[0.5928288]],[[0.639901]],[[0.69077444]],[[0.6810421]],[[0.5498715]],[[0.5700186]],[[0.67717177]],[[0.716244]],[[0.6460308]],[[0.6500781]],[[0.5517525]],[[0.7710136]],[[0.54879844]],[[0.6073561]],[[0.7197492]],[[0.56181026]],[[0.7235205]],[[0.6841946]],[[0.61911803]],[[0.5863761]],[[0.626572]],[[0.7024056]],[[0.59380066]],[[0.60817033]],[[0.5886182]],[[0.69367266]],[[0.60852975]]
[[0.6584293]],[[0.7002882]],[[0.57184017]],[[0.65798414]],[[0.6456962]],[[0.456801]],[[0.48923194]],[[0.55982924]],[[0.58601415]],[[0.43118358]],[[0.4666643]],[[0.62529606]],[[0.6204705]],[[0.50446546]],[[0.7510575]],[[0.6238721]],[[0.8224933]],[[0.52202153]],[[0.5282861]],[[0.64373475]],[[0.5337724]],[[0.7207973]],[[0.6678377]],[[0.62283385]],[[0.49753642]],[[0.56087005]],[[0.6673153]],[[0.4266442]],[[0.4829548]],[[0.6158042]],[[0.60125995]],[[0.55747354]]
[[0.34892368]],[[0.54759306]],[[0.37712687]],[[0.36250424]],[[0.3461709]],[[0.39170992]],[[0.34932965]],[[0.30466247]],[[0.36654794]],[[0.18935847]],[[0.32320052]],[[0.3783983]],[[0.4542415]],[[0.3761177]],[[0.6013467]],[[0.5133756]],[[0.6551011]],[[0.4515441]],[[0.31755698]],[[0.3829007]],[[0.36207736]],[[0.53133297]],[[0.5366628]],[[0.3261305]],[[0.32213306]],[[0.35275573]],[[0.40306437]],[[0.30757594]],[[0.39158893]],[[0.3968336]],[[0.4616021]],[[0.40584385]]
[[0.42358583]],[[0.42800593]],[[0.34155726]],[[0.28399348]],[[0.26704657]],[[0.26975942]],[[0.3402853]],[[0.31826603]],[[0.3249511]],[[0.312122]],[[0.24704468]],[[0.40123117]],[[0.39738804]],[[0.24359715]],[[0.4278857]],[[0.3407725]],[[0.44460166]],[[0.3384369]],[[0.2659049]],[[0.41564584]],[[0.31466424]],[[0.47446048]],[[0.34451455]],[[0.2931205]],[[0.37859273]],[[0.2976429]],[[0.3299353]],[[0.27741396]],[[0.43972933]],[[0.34501123]],[[0.37165022]],[[0.2698859]]
[[0.34144533]],[[0.47289085]],[[0.29821348]],[[0.3336836]],[[0.26061243]],[[0.31145716]],[[0.28684396]],[[0.32792288]],[[0.35076284]],[[0.24032837]],[[0.2664075]],[[0.36651784]],[[0.4050401]],[[0.27558994]],[[0.51574063]],[[0.37686682]],[[0.5058783]],[[0.4183514]],[[0.31250733]],[[0.3683132]],[[0.32238442]],[[0.446432]],[[0.46953285]],[[0.2531165]],[[0.25643831]],[[0.32707626]],[[0.35677797]],[[0.26506162]],[[0.45304108]],[[0.30686104]],[[0.44582617]],[[0.28177655]]
[[0.48398888]],[[0.34813058]],[[0.4608158]],[[0.44096023]],[[0.46228778]],[[0.44257724]],[[0.21883214]],[[0.43364525]],[[0.44051772]],[[0.36131567]],[[0.33510238]],[[0.42633635]],[[0.4520929]],[[0.4161098]],[[0.38615322]],[[0.4038015]],[[0.5500089]],[[0.45265067]],[[0.3723228]],[[0.49537337]],[[0.41724432]],[[0.560631]],[[0.45170832]],[[0.47655702]],[[0.42386806]],[[0.51818705]],[[0.47945166]],[[0.34921944]],[[0.51346016]],[[0.47612137]],[[0.5778252]],[[0.33600664]]
[[0.37701023]],[[0.4827566]],[[0.3194834]],[[0.4286127]],[[0.4213577]],[[0.38179845]],[[0.3251319]],[[0.3871417]],[[0.44885868]],[[0.31809473]],[[0.40245795]],[[0.49927688]],[[0.47449034]],[[0.40657175]],[[0.4918505]],[[0.373954]],[[0.52554554]],[[0.45649195]],[[0.4143154]],[[0.3801551]],[[0.4018662]],[[0.51163256]],[[0.55002856]],[[0.41261256]],[[0.33582902]],[[0.4498374]],[[0.4146794]],[[0.3354727]],[[0.5060086]],[[0.4399953]],[[0.6037215]],[[0.37238204]]
[[0.49529457]],[[0.5747334]],[[0.46701765]],[[0.5375453]],[[0.5896548]],[[0.5293616]],[[0.49623466]],[[0.4338094]],[[0.60914654]],[[0.4859339]],[[0.54529613]],[[0.6076057]],[[0.49306834]],[[0.5984751]],[[0.5174966]],[[0.4203242]],[[0.5619006]],[[0.50835085]],[[0.5108188]],[[0.5605458]],[[0.4093628]],[[0.626285]],[[0.5738011]],[[0.56003404]],[[0.399585]],[[0.59297466]],[[0.5864792]],[[0.43358022]],[[0.43343544]],[[0.4971013]],[[0.55565786]],[[0.5035037]]
[[0.2832352]],[[0.39939564]],[[0.26890802]],[[0.20555723]],[[0.14157581]],[[0.3211503]],[[0.2815374]],[[0.21236795]],[[0.2919029]],[[0.23699957]],[[0.22912276]],[[0.32406837]],[[0.45574057]],[[0.2132957]],[[0.37331128]],[[0.3336494]],[[0.43728828]],[[0.37017858]],[[0.29604018]],[[0.2949679]],[[0.28961957]],[[0.39122123]],[[0.36936307]],[[0.146765]],[[0.30477548]],[[0.34318316]],[[0.27690578]],[[0.22528374]],[[0.4757998]],[[0.27706873]],[[0.45572728]],[[0.1982953]]
[[0.46915925]],[[0.46933967]],[[0.34155566]],[[0.50288725]],[[0.43916667]],[[0.40261984]],[[0.39611733]],[[0.41200542]],[[0.5543438]],[[0.38167334]],[[0.36708474]],[[0.5980305]],[[0.46611965]],[[0.3897258]],[[0.46344602]],[[0.350069]],[[0.47866613]],[[0.39808524]],[[0.46146733]],[[0.47526848]],[[0.3826437]],[[0.5484022]],[[0.54869246]],[[0.4437704]],[[0.2773652]],[[0.5021541]],[[0.49061435]],[[0.4009323]],[[0.5251962]],[[0.36905652]],[[0.52963257]],[[0.3712036]]
[[0.35157073]],[[0.50403535]],[[0.2895077]],[[0.47675264]],[[0.41905951]],[[0.38873428]],[[0.3663752]],[[0.3715881]],[[0.45557094]],[[0.30153382]],[[0.37269628]],[[0.5271318]],[[0.47115946]],[[0.39589655]],[[0.4378364]],[[0.34216213]],[[0.54426837]],[[0.4558046]],[[0.3405128]],[[0.39305806]],[[0.31477022]],[[0.548038]],[[0.44277525]],[[0.3830253]],[[0.35770428]],[[0.44099987]],[[0.41723537]],[[0.31106097]],[[0.45936692]],[[0.4123819]],[[0.55872583]],[[0.35087848]]
[[0.32398236]],[[0.43581176]],[[0.3030604]],[[0.27159274]],[[0.22913575]],[[0.21878302]],[[0.19388962]],[[0.3146242]],[[0.35186028]],[[0.24651963]],[[0.16119283]],[[0.3216855]],[[0.4791938]],[[0.0927242]],[[0.45801765]],[[0.36787117]],[[0.51269186]],[[0.35474265]],[[0.2637434]],[[0.38082206]],[[0.25736952]],[[0.33527434]],[[0.46025562]],[[0.22834969]],[[0.30732]],[[0.28541183]],[[0.35246742]],[[0.16259634]],[[0.38372386]],[[0.24463749]],[[0.4691066]],[[0.20649564]]
[[0.36899334]],[[0.54373205]],[[0.33013433]],[[0.4285456]],[[0.45502543]],[[0.33276916]],[[0.30723512]],[[0.3572411]],[[0.514825]],[[0.25678682]],[[0.3180797]],[[0.42388928]],[[0.43291664]],[[0.34247053]],[[0.58029675]],[[0.4544695]],[[0.604309]],[[0.39326823]],[[0.34780824]],[[0.42933726]],[[0.3448665]],[[0.43065393]],[[0.6270955]],[[0.39364135]],[[0.34196448]],[[0.37526906]],[[0.49476302]],[[0.2913015]],[[0.3861016]],[[0.32190597]],[[0.57881355]],[[0.37674224]]
[[0.37890744]],[[0.42988777]],[[0.3453765]],[[0.29793966]],[[0.21789992]],[[0.22012198]],[[0.26105285]],[[0.35749876]],[[0.33713377]],[[0.30139184]],[[0.22287583]],[[0.36421716]],[[0.46642125]],[[0.08538479]],[[0.4217255]],[[0.35765105]],[[0.54251814]],[[0.38092244]],[[0.3072726]],[[0.4283687]],[[0.3461389]],[[0.37272912]],[[0.37313592]],[[0.26467037]],[[0.34892535]],[[0.3631091]],[[0.3513074]],[[0.19560242]],[[0.4750613]],[[0.26616]],[[0.42343557]],[[0.22703868]]
[[0.3710519]],[[0.5434163]],[[0.43169194]],[[0.37416112]],[[0.44526398]],[[0.4062788]],[[0.43855053]],[[0.32475805]],[[0.46903098]],[[0.31865686]],[[0.40559852]],[[0.42812765]],[[0.5818508]],[[0.4587409]],[[0.58066195]],[[0.5148047]],[[0.56568056]],[[0.5126478]],[[0.3568976]],[[0.39231813]],[[0.37862223]],[[0.36692512]],[[0.47909772]],[[0.41039127]],[[0.40127647]],[[0.36701012]],[[0.46828628]],[[0.32368755]],[[0.38415247]],[[0.30824304]],[[0.53711075]],[[0.41838205]]
[[0.31296456]],[[0.42604822]],[[0.45310318]],[[0.23129582]],[[0.3250456]],[[0.43937314]],[[0.40893304]],[[0.34969258]],[[0.36541343]],[[0.3541751]],[[0.36908925]],[[0.26959085]],[[0.51748115]],[[0.45603728]],[[0.46473682]],[[0.40513998]],[[0.4476148]],[[0.4806733]],[[0.35410255]],[[0.36388636]],[[0.37972242]],[[0.44337964]],[[0.44119984]],[[0.34219193]],[[0.30679518]],[[0.36460358]],[[0.35396945]],[[0.36584413]],[[0.51301396]],[[0.34715188]],[[0.4207695]],[[0.35984838]]
[[0.37098187]],[[0.39684033]],[[0.45293033]],[[0.31420338]],[[0.3526913]],[[0.47087228]],[[0.40943694]],[[0.41458058]],[[0.42238528]],[[0.39891046]],[[0.3939563]],[[0.34042847]],[[0.5344216]],[[0.46198082]],[[0.48255813]],[[0.43086076]],[[0.41005325]],[[0.5365692]],[[0.39934862]],[[0.35764194]],[[0.40881842]],[[0.40974164]],[[0.45370412]],[[0.42121893]],[[0.38425386]],[[0.38201022]],[[0.35392094]],[[0.4021104]],[[0.5354734]],[[0.37704265]],[[0.37160844]],[[0.3844136]]
[[0.51072776]],[[0.6202865]],[[0.50041115]],[[0.51084846]],[[0.55718744]],[[0.5140163]],[[0.45917553]],[[0.43820417]],[[0.54381627]],[[0.49276215]],[[0.47826707]],[[0.48493093]],[[0.5997286]],[[0.62948245]],[[0.5751084]],[[0.5965272]],[[0.6554081]],[[0.5178957]],[[0.3918265]],[[0.5220473]],[[0.5072442]],[[0.5863919]],[[0.6419733]],[[0.54325116]],[[0.442066]],[[0.51141846]],[[0.61232156]],[[0.5077583]],[[0.47239232]],[[0.53275394]],[[0.59767336]],[[0.4938861]]
[[0.45784026]],[[0.51702917]],[[0.47571093]],[[0.48958576]],[[0.44280565]],[[0.55633336]],[[0.5309028]],[[0.4779231]],[[0.5738988]],[[0.5266324]],[[0.53944033]],[[0.42318237]],[[0.6199149]],[[0.5950295]],[[0.5114031]],[[0.54058635]],[[0.6383737]],[[0.59308064]],[[0.5048428]],[[0.5197263]],[[0.5497651]],[[0.60166395]],[[0.5726676]],[[0.43347156]],[[0.4573688]],[[0.5302336]],[[0.5481552]],[[0.5276384]],[[0.59675395]],[[0.49705225]],[[0.5162999]],[[0.42899334]]
[[0.51028156]],[[0.5596513]],[[0.5488091]],[[0.5172137]],[[0.5523348]],[[0.67788166]],[[0.52177346]],[[0.48352158]],[[0.64425564]],[[0.5578455]],[[0.5960256]],[[0.43842518]],[[0.71221936]],[[0.6606423]],[[0.46814615]],[[0.66951704]],[[0.7119481]],[[0.60119957]],[[0.5755195]],[[0.5191147]],[[0.62478924]],[[0.59169745]],[[0.6862628]],[[0.52970195]],[[0.56782204]],[[0.6668767]],[[0.58425987]],[[0.613094]],[[0.64390635]],[[0.53339463]],[[0.6224263]],[[0.56098545]]
[[0.5064756]],[[0.561767]],[[0.58399755]],[[0.5901381]],[[0.5358131]],[[0.59615064]],[[0.53966534]],[[0.5859927]],[[0.6070366]],[[0.63728976]],[[0.5492593]],[[0.57915777]],[[0.71859]],[[0.5993384]],[[0.43237853]],[[0.60695827]],[[0.68508905]],[[0.6087714]],[[0.5771121]],[[0.59708524]],[[0.59659004]],[[0.57707083]],[[0.68473315]],[[0.5447947]],[[0.5971844]],[[0.6139462]],[[0.6187979]],[[0.5945489]],[[0.6244168]],[[0.60475373]],[[0.7530024]],[[0.47824854]]
[[0.48728466]],[[0.54242957]],[[0.5648746]],[[0.49651003]],[[0.5560323]],[[0.5304955]],[[0.46070248]],[[0.584478]],[[0.6323341]],[[0.5326756]],[[0.52236056]],[[0.4368496]],[[0.67013747]],[[0.57734424]],[[0.59603727]],[[0.60451806]],[[0.6908014]],[[0.6033814]],[[0.5375343]],[[0.57853043]],[[0.577906]],[[0.47313917]],[[0.7441699]],[[0.5758704]],[[0.45152712]],[[0.574179]],[[0.60375357]],[[0.47304678]],[[0.5775956]],[[0.5000274]],[[0.6230588]],[[0.49466145]]
[[0.56269205]],[[0.59434175]],[[0.63259006]],[[0.6697039]],[[0.63875914]],[[0.69966304]],[[0.583949]],[[0.6471733]],[[0.6580676]],[[0.68077713]],[[0.6270637]],[[0.53251934]],[[0.783397]],[[0.73770016]],[[0.5616197]],[[0.6882577]],[[0.7552652]],[[0.65875685]],[[0.6228518]],[[0.6325]],[[0.66743207]],[[0.63569874]],[[0.79087913]],[[0.670853]],[[0.66197467]],[[0.6878183]],[[0.6745771]],[[0.67493534]],[[0.6026019]],[[0.6938624]],[[0.6653411]],[[0.5974895]]
[[0.5567241]],[[0.5692236]],[[0.4322285]],[[0.5640692]],[[0.59200346]],[[0.59633046]],[[0.48070842]],[[0.48776925]],[[0.6481174]],[[0.5528828]],[[0.578565]],[[0.48436624]],[[0.62989867]],[[0.665201]],[[0.5438409]],[[0.6194024]],[[0.7000474]],[[0.56261253]],[[0.48113918]],[[0.5703819]],[[0.573406]],[[0.65248525]],[[0.65730417]],[[0.57860947]],[[0.48460054]],[[0.6090109]],[[0.59931254]],[[0.5499041]],[[0.5040015]],[[0.57532024]],[[0.5974848]],[[0.5003936]]
[[0.23311198]],[[0.4117813]],[[0.24868083]],[[0.173729]],[[0.15369081]],[[0.2416178]],[[0.24866647]],[[0.22816014]],[[0.23947513]],[[0.22625917]],[[0.24518359]],[[0.24073404]],[[0.46472192]],[[0.16786969]],[[0.40668738]],[[0.3353927]],[[0.53412807]],[[0.41668302]],[[0.19811094]],[[0.3205518]],[[0.28906792]],[[0.37140334]],[[0.39337504]],[[0.11223668]],[[0.31947494]],[[0.27794594]],[[0.2721318]],[[0.14272922]],[[0.42088884]],[[0.25794017]],[[0.4227935]],[[0.18454158]]
[[0.4369254]],[[0.4283706]],[[0.41191268]],[[0.41572368]],[[0.38596344]],[[0.41094828]],[[0.3179726]],[[0.36529934]],[[0.38298208]],[[0.36567712]],[[0.25577897]],[[0.46228433]],[[0.5776092]],[[0.37227952]],[[0.40815985]],[[0.32123423]],[[0.49314338]],[[0.3857938]],[[0.38369834]],[[0.48397672]],[[0.2761265]],[[0.49367476]],[[0.45296913]],[[0.37597436]],[[0.3353951]],[[0.40334535]],[[0.44670862]],[[0.37293267]],[[0.3927791]],[[0.46142745]],[[0.61904055]],[[0.26415998]]
[[0.22928381]],[[0.4861713]],[[0.33966005]],[[0.17642748]],[[0.15910971]],[[0.32675874]],[[0.31736934]],[[0.21010399]],[[0.29077876]],[[0.22677225]],[[0.29159063]],[[0.26596475]],[[0.49588907]],[[0.25445634]],[[0.46303576]],[[0.39556998]],[[0.5295789]],[[0.47496164]],[[0.24197268]],[[0.3178597]],[[0.31059635]],[[0.3803941]],[[0.41394842]],[[0.11409318]],[[0.32806855]],[[0.28938156]],[[0.31086838]],[[0.21024418]],[[0.45999312]],[[0.28698587]],[[0.47001803]],[[0.23815924]]
